Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation
Image256,0,15.88,887.94,29.80,0.19,2.24,5.45,65.90,0.40,0.16,0.64,3.01,0.98
Image257,0,3.84,251.57,15.86,0.13,4.47,20.26,71.62,0.32,0.10,0.61,2.89,0.97
Image258,0,4.69,285.15,16.89,0.27,3.92,15.73,48.67,0.48,0.23,0.71,2.04,0.98
Image259,1,7.35,675.59,25.99,0.00,4.08,17.54,74.14,0.04,0.00,0.35,4.75,0.96
Image260,0,7.13,471.35,21.71,0.22,3.55,13.23,84.25,0.43,0.18,0.65,3.18,0.97
Image261,0,10.84,669.33,25.87,0.14,2.91,8.87,79.26,0.34,0.11,0.58,3.51,0.98
Image262,0,7.27,527.87,22.98,0.32,3.53,12.85,62.15,0.52,0.27,0.72,2.31,0.98
Image263,0,13.12,887.53,29.79,0.20,2.70,7.80,116.03,0.40,0.16,0.62,3.73,0.97
Image264,1,13.76,1460.17,38.21,0.00,3.48,12.94,149.76,0.03,0.00,0.28,6.81,0.96
Image265,0,3.44,126.99,11.27,0.16,3.80,15.04,32.61,0.36,0.13,0.64,2.22,0.96
Image266,0,5.98,205.57,14.34,0.14,3.04,10.12,41.39,0.33,0.11,0.62,2.49,0.96
Image267,0,8.39,260.05,16.13,0.11,2.43,6.39,38.97,0.29,0.09,0.59,2.57,0.96
Image268,0,4.73,150.75,12.28,0.07,3.07,9.76,39.51,0.23,0.05,0.57,2.75,0.94
Image269,0,1.92,62.06,7.88,0.07,4.70,23.36,52.16,0.22,0.05,0.51,3.36,0.91
Image270,1,4.04,508.04,22.54,0.02,5.98,36.87,373.35,0.12,0.01,0.34,7.28,0.92
Image271,0,2.47,74.61,8.64,0.11,3.96,16.10,18.60,0.30,0.09,0.67,1.68,0.97
Image272,0,2.96,76.19,8.73,0.15,3.51,12.81,17.46,0.34,0.12,0.70,1.47,0.96
Image273,1,7.49,277.24,16.65,0.02,3.00,9.83,28.67,0.10,0.01,0.51,2.46,0.96
Image274,1,6.57,295.64,17.19,0.02,3.34,11.93,22.91,0.13,0.02,0.52,2.38,0.98
Image275,1,3.35,167.37,12.94,0.03,4.68,23.71,43.59,0.14,0.02,0.51,3.01,0.96
Image276,0,5.33,337.16,18.36,0.12,3.88,15.41,62.34,0.31,0.10,0.62,2.93,0.98
Image277,0,14.00,762.37,27.61,0.11,2.42,6.20,82.66,0.29,0.08,0.57,3.67,0.97
Image278,0,14.74,832.00,28.84,0.09,2.46,6.42,108.48,0.26,0.07,0.53,4.39,0.97
Image279,0,17.86,933.00,30.55,0.09,2.22,5.37,133.37,0.26,0.07,0.51,5.02,0.96
Image280,0,10.30,694.09,26.35,0.08,3.06,9.69,152.52,0.25,0.06,0.52,5.10,0.95
Image281,0,5.89,512.24,22.63,0.10,4.18,17.74,101.49,0.28,0.08,0.55,3.81,0.98
Image282,0,7.78,610.73,24.71,0.29,3.49,12.47,99.56,0.49,0.25,0.72,2.66,0.98
Image283,0,5.13,321.26,17.92,0.26,3.91,15.84,59.91,0.47,0.22,0.67,2.55,0.98
Image284,0,10.20,522.86,22.87,0.13,2.66,7.43,94.98,0.33,0.11,0.59,3.44,0.96
Image285,1,1.24,164.52,12.83,0.01,11.26,134.04,444.54,0.06,0.00,0.28,9.47,0.89
Image286,1,4.43,451.29,21.24,0.00,5.91,39.63,226.31,0.05,0.00,0.32,6.53,0.94
Image287,0,14.68,634.70,25.19,0.05,2.24,5.55,76.71,0.20,0.04,0.52,3.69,0.96
Image288,0,13.26,572.32,23.92,0.05,2.31,5.69,81.14,0.20,0.04,0.54,3.62,0.96
Image289,0,12.39,549.60,23.44,0.07,2.36,5.89,68.19,0.23,0.05,0.53,3.44,0.96
Image290,0,9.74,473.13,21.75,0.08,2.66,7.30,86.52,0.25,0.06,0.56,3.60,0.95
Image291,0,1.46,84.44,9.19,0.28,6.87,48.68,183.95,0.49,0.24,0.65,5.13,0.90
Image292,0,11.08,705.41,26.56,0.14,2.94,9.14,82.06,0.34,0.11,0.58,3.63,0.98
Image293,0,14.20,826.11,28.74,0.12,2.50,6.70,91.94,0.30,0.09,0.54,4.20,0.97
Image294,1,9.39,647.33,25.44,0.12,3.35,12.43,97.78,0.30,0.09,0.55,3.55,0.97
Image295,1,20.10,1241.63,35.24,0.07,2.55,7.68,123.61,0.23,0.05,0.50,4.63,0.97
Image296,1,18.25,1346.23,36.69,0.01,2.81,8.92,119.46,0.07,0.00,0.39,5.09,0.96
Image297,0,7.51,512.02,22.63,0.11,3.52,12.99,221.38,0.30,0.09,0.51,5.70,0.93
Image298,0,1.02,59.43,7.71,0.22,8.10,68.47,227.56,0.43,0.18,0.59,5.70,0.88
Image299,0,5.96,350.22,18.71,0.26,3.51,12.79,73.22,0.47,0.22,0.65,2.93,0.97
Image300,0,9.94,482.96,21.98,0.13,2.74,8.30,90.68,0.33,0.11,0.55,3.66,0.96
Image301,1,11.63,976.73,31.25,0.04,3.72,16.00,123.98,0.16,0.03,0.41,5.10,0.97
Image302,1,8.61,566.04,23.79,0.02,3.61,15.25,122.67,0.13,0.02,0.40,4.82,0.95
Image303,0,3.47,211.67,14.55,0.18,4.71,23.64,138.36,0.38,0.15,0.59,3.90,0.94
Image304,0,3.22,150.89,12.28,0.09,4.31,19.19,37.31,0.27,0.07,0.58,2.56,0.97
Image305,0,4.97,251.43,15.86,0.25,3.67,14.08,43.78,0.46,0.21,0.71,2.06,0.98
Image306,0,12.70,648.37,25.46,0.07,2.45,6.27,90.61,0.24,0.06,0.56,3.65,0.96
Image307,0,8.47,471.02,21.70,0.07,3.00,9.26,133.47,0.23,0.05,0.51,4.96,0.94
Image308,0,2.01,115.98,10.77,0.24,6.01,37.53,136.89,0.45,0.21,0.63,4.46,0.93
Image309,0,3.77,187.61,13.70,0.10,4.03,16.60,45.02,0.27,0.07,0.57,2.76,0.97
Image310,1,9.58,1082.86,32.91,0.01,4.20,18.88,175.19,0.06,0.00,0.31,7.25,0.97
Image311,1,10.23,1317.12,36.29,0.00,4.20,18.59,185.74,0.06,0.00,0.32,7.14,0.97
Image312,1,11.60,1208.59,34.76,0.00,3.95,17.07,166.59,0.03,0.00,0.29,7.52,0.97
Image313,0,11.11,548.60,23.42,0.07,2.58,6.95,73.44,0.23,0.05,0.52,3.76,0.96
Image314,0,4.69,259.09,16.10,0.10,3.91,15.65,50.03,0.29,0.08,0.60,2.66,0.97
Image315,1,4.57,616.07,24.82,0.01,6.31,42.41,255.25,0.10,0.01,0.30,9.46,0.97
Image316,1,13.73,756.63,27.51,0.00,2.85,9.33,84.35,0.04,0.00,0.35,4.94,0.94
Image317,1,17.63,851.58,29.18,0.02,2.53,7.54,85.30,0.13,0.02,0.44,4.44,0.96
Image318,0,1.41,99.93,10.00,0.19,7.41,56.00,234.22,0.39,0.16,0.60,5.72,0.91
Image319,0,5.76,347.95,18.65,0.20,3.62,13.44,65.64,0.41,0.17,0.68,2.43,0.97
Image320,1,5.40,918.02,30.30,0.01,6.15,39.20,225.43,0.06,0.00,0.31,7.67,0.97
Image321,1,8.74,1537.90,39.22,0.01,4.98,25.55,165.83,0.08,0.01,0.42,6.30,0.98
Image322,1,9.54,1647.58,40.59,0.02,4.75,23.17,153.40,0.10,0.01,0.47,5.71,0.98
Image323,1,8.23,1398.19,37.39,0.02,5.01,25.74,100.22,0.10,0.01,0.47,5.05,0.98
Image324,0,5.05,191.27,13.83,0.08,3.18,10.44,55.41,0.24,0.06,0.59,2.82,0.94
Image325,0,3.83,188.93,13.75,0.12,4.22,18.46,34.52,0.30,0.09,0.62,2.46,0.98
Image326,0,7.10,334.00,18.28,0.16,3.13,10.39,58.18,0.36,0.13,0.64,2.68,0.97
Image327,0,10.87,452.41,21.27,0.13,2.47,6.57,46.33,0.32,0.10,0.60,2.81,0.97
Image328,0,14.00,644.09,25.38,0.12,2.29,5.72,75.46,0.30,0.09,0.59,3.32,0.97
Image329,0,6.49,537.70,23.19,0.27,3.92,15.74,63.34,0.48,0.23,0.68,2.57,0.99
Image330,0,11.69,917.69,30.29,0.15,3.00,9.30,97.24,0.35,0.12,0.56,4.05,0.98
Image331,0,16.46,1188.85,34.48,0.07,2.53,6.64,95.56,0.23,0.06,0.49,4.51,0.98
Image332,1,6.54,1103.77,33.22,0.00,5.60,32.89,126.39,0.03,0.00,0.28,6.89,0.98
Image333,0,5.60,701.35,26.48,0.12,5.09,26.46,387.28,0.31,0.10,0.52,6.90,0.95
Image334,0,9.20,1015.18,31.86,0.28,3.82,14.93,164.59,0.49,0.24,0.67,4.01,0.98
Image335,1,7.27,1065.85,32.65,0.00,4.86,24.14,50.53,0.05,0.00,0.34,4.13,0.98
Image336,1,2.20,331.81,18.22,0.00,8.51,73.24,31.92,0.05,0.00,0.36,3.63,0.94
Image337,0,12.69,1011.02,31.80,0.07,2.87,8.44,181.29,0.24,0.06,0.50,5.33,0.96
Image338,0,5.64,482.08,21.96,0.10,4.25,18.52,224.38,0.27,0.08,0.51,6.02,0.94
Image339,0,7.90,731.71,27.05,0.28,3.78,14.72,156.52,0.49,0.24,0.66,3.94,0.97
Image340,1,24.23,2067.72,45.47,0.04,2.49,6.85,262.04,0.17,0.03,0.44,5.97,0.95
Image341,0,16.40,1258.51,35.48,0.08,2.67,7.43,226.09,0.25,0.06,0.46,6.80,0.95
Image342,0,3.19,192.17,13.86,0.15,5.49,32.98,131.97,0.35,0.12,0.53,5.08,0.94
Image343,0,6.92,641.32,25.32,0.09,4.01,16.39,171.23,0.26,0.07,0.52,4.94,0.96
Image344,0,9.29,756.85,27.51,0.23,3.35,11.65,102.99,0.44,0.19,0.64,3.31,0.98
Image345,1,22.22,1843.30,42.93,0.00,2.63,7.52,112.13,0.06,0.00,0.36,5.30,0.97
Image346,0,4.41,315.83,17.77,0.08,4.48,20.66,167.23,0.24,0.06,0.50,5.49,0.94
Image347,0,4.59,459.37,21.43,0.12,4.97,25.15,332.82,0.31,0.10,0.57,5.38,0.94
Image348,0,7.34,631.11,25.12,0.28,3.78,14.78,139.55,0.49,0.24,0.70,3.11,0.97
Image349,0,9.94,631.30,25.13,0.07,2.94,8.93,162.23,0.24,0.06,0.52,4.52,0.94
Image350,0,6.30,554.68,23.55,0.09,4.12,17.29,102.13,0.26,0.07,0.53,4.13,0.98
Image351,1,3.48,408.18,20.20,0.00,6.44,43.53,261.01,0.03,0.00,0.25,8.21,0.91
Image352,0,11.40,602.97,24.56,0.11,2.60,7.06,88.84,0.29,0.09,0.55,3.90,0.96
Image353,0,6.53,373.91,19.34,0.11,3.49,12.57,126.99,0.30,0.09,0.55,4.76,0.95
Image354,0,3.43,171.00,13.08,0.11,4.18,17.85,40.27,0.29,0.08,0.58,2.72,0.97
Image355,0,4.41,216.06,14.70,0.26,3.68,13.89,35.78,0.46,0.21,0.70,2.08,0.98
Image356,0,7.86,336.92,18.36,0.13,2.80,8.30,50.03,0.32,0.10,0.59,2.86,0.97
Image357,0,9.48,366.72,19.15,0.10,2.49,6.58,44.71,0.28,0.08,0.57,2.83,0.97
Image358,1,4.68,768.13,27.72,0.01,6.59,45.78,264.98,0.07,0.00,0.37,7.43,0.97
Image359,0,4.60,249.95,15.81,0.13,3.80,14.70,38.90,0.32,0.10,0.64,2.30,0.98
Image360,0,6.59,352.62,18.78,0.27,3.27,11.42,56.88,0.47,0.22,0.71,2.28,0.97
Image361,0,9.06,393.30,19.83,0.15,2.66,7.52,45.65,0.35,0.12,0.61,2.58,0.97
Image362,0,13.51,509.25,22.57,0.10,2.15,5.17,50.40,0.28,0.08,0.56,3.00,0.97
Image363,1,1.31,131.00,11.45,0.00,9.81,104.15,143.05,0.05,0.00,0.25,7.27,0.93
Image364,0,1.25,49.65,7.05,0.30,6.84,51.81,82.93,0.51,0.26,0.66,3.27,0.90
Image365,0,3.66,212.69,14.58,0.09,5.02,29.39,104.16,0.27,0.07,0.51,4.31,0.95
Image366,0,16.82,1023.40,31.99,0.12,2.35,5.89,105.91,0.30,0.09,0.56,3.85,0.97
Image367,1,0.52,76.16,8.73,0.04,17.38,311.54,1191.76,0.17,0.03,0.28,16.49,0.84
Image368,0,5.46,496.49,22.28,0.13,4.42,19.91,212.90,0.33,0.11,0.60,4.61,0.96
Image369,0,10.58,861.36,29.35,0.12,3.16,10.21,263.09,0.30,0.09,0.56,5.48,0.94
Image370,0,3.01,230.64,15.19,0.16,5.44,30.42,298.34,0.36,0.13,0.58,6.12,0.91
Image371,0,11.34,601.53,24.53,0.10,2.73,7.90,65.95,0.29,0.08,0.58,3.36,0.97
Image372,0,14.51,708.87,26.62,0.11,2.28,5.60,46.66,0.29,0.08,0.57,3.11,0.98
Image373,1,7.99,711.11,26.67,0.00,3.94,16.54,78.45,0.05,0.00,0.37,4.80,0.97
Image374,0,8.93,708.57,26.62,0.23,3.35,11.52,145.45,0.43,0.19,0.64,3.52,0.97
Image375,0,13.52,907.36,30.12,0.13,2.68,7.59,110.87,0.33,0.11,0.56,3.97,0.97
Image376,1,7.56,957.23,30.94,0.01,4.51,20.97,167.65,0.10,0.01,0.35,5.53,0.97
Image377,1,6.99,868.88,29.48,0.06,4.59,21.60,319.05,0.21,0.05,0.46,5.47,0.95
Image378,1,5.79,663.47,25.76,0.04,4.85,24.42,180.52,0.18,0.03,0.44,4.52,0.97
Image379,0,4.22,221.92,14.90,0.17,3.98,16.34,95.46,0.37,0.14,0.60,3.70,0.95
Image380,0,9.11,847.60,29.11,0.29,3.52,12.75,145.20,0.49,0.24,0.70,3.34,0.98
Image381,1,8.93,769.71,27.74,0.00,3.91,16.28,159.92,0.04,0.00,0.34,6.89,0.96
Image382,1,2.31,314.81,17.74,0.00,8.01,65.39,153.43,0.04,0.00,0.25,6.55,0.84
Image383,0,17.52,1183.00,34.39,0.08,2.38,5.92,173.80,0.25,0.06,0.52,4.95,0.96
Image384,0,11.89,862.88,29.37,0.09,2.90,8.68,218.09,0.27,0.07,0.51,6.09,0.94
Image385,0,4.30,306.20,17.50,0.12,4.60,21.89,188.78,0.30,0.09,0.54,5.67,0.94
Image386,0,5.04,369.35,19.22,0.12,4.20,18.08,85.75,0.30,0.09,0.59,3.28,0.97
Image387,0,6.94,480.80,21.93,0.24,3.63,13.83,81.36,0.45,0.20,0.65,3.00,0.98
Image388,0,23.64,1493.17,38.64,0.06,2.12,4.88,160.00,0.22,0.05,0.53,4.17,0.96
Image389,0,6.44,504.99,22.47,0.10,4.05,17.36,320.63,0.28,0.08,0.48,6.70,0.91
Image390,0,2.77,163.48,12.79,0.12,5.41,31.31,75.29,0.30,0.09,0.55,3.72,0.96
Image391,0,4.48,268.92,16.40,0.11,4.11,17.34,49.95,0.29,0.09,0.55,3.29,0.98
Image392,0,6.03,341.05,18.47,0.21,3.60,13.68,68.02,0.41,0.17,0.61,3.36,0.97
Image393,1,10.60,748.82,27.36,0.00,3.21,11.01,85.99,0.03,0.00,0.31,5.52,0.94
Image394,0,8.89,483.13,21.98,0.11,2.93,8.93,85.69,0.30,0.09,0.54,4.07,0.96
Image395,0,3.81,218.10,14.77,0.17,4.50,21.49,118.99,0.37,0.14,0.55,4.86,0.94
Image396,0,8.93,744.75,27.29,0.11,3.44,12.14,136.30,0.30,0.09,0.58,3.93,0.97
Image397,0,11.51,901.68,30.03,0.21,2.96,9.10,130.77,0.42,0.17,0.66,3.14,0.97
Image398,0,18.69,1233.06,35.11,0.10,2.31,5.70,152.24,0.28,0.08,0.54,4.41,0.96
Image399,0,20.75,1347.19,36.70,0.10,2.22,5.32,127.48,0.28,0.08,0.53,4.40,0.97
Image400,1,15.12,2257.47,47.51,0.00,3.69,14.28,115.73,0.05,0.00,0.35,5.82,0.98
Image401,1,12.12,1851.19,43.03,0.00,4.05,17.16,169.62,0.05,0.00,0.32,6.73,0.97
Image402,0,4.58,310.48,17.62,0.10,4.17,17.59,78.93,0.28,0.08,0.61,2.75,0.97
Image403,0,3.12,141.64,11.90,0.12,4.11,17.19,81.72,0.31,0.10,0.65,2.69,0.93
Image404,0,6.63,489.68,22.13,0.13,3.68,13.81,111.98,0.33,0.11,0.60,3.46,0.97
Image405,0,17.36,915.46,30.26,0.06,2.16,4.88,145.61,0.22,0.05,0.55,4.25,0.94
Image406,0,7.47,457.70,21.39,0.11,3.32,11.42,161.10,0.29,0.08,0.53,5.37,0.94
Image407,0,1.54,100.15,10.01,0.20,7.38,56.99,249.68,0.41,0.17,0.58,6.21,0.89
Image408,0,8.18,700.63,26.47,0.14,3.61,13.33,157.88,0.33,0.11,0.58,4.17,0.97
Image409,1,9.99,1182.46,34.39,0.01,3.87,15.59,207.21,0.10,0.01,0.39,5.44,0.95
Image410,1,8.93,1306.06,36.14,0.03,4.44,20.22,183.58,0.14,0.02,0.43,5.04,0.98
Image411,1,5.59,795.21,28.20,0.03,5.42,30.22,155.62,0.14,0.02,0.39,5.08,0.98
Image412,0,6.82,557.86,23.62,0.11,3.77,14.43,187.83,0.29,0.08,0.57,4.57,0.95
Image413,0,5.81,455.80,21.35,0.09,4.04,16.66,119.51,0.26,0.07,0.52,4.39,0.96
Image414,1,2.62,412.46,20.31,0.03,8.29,71.21,333.64,0.14,0.02,0.33,8.78,0.96
Image415,1,4.30,684.99,26.17,0.01,6.59,45.10,169.20,0.07,0.01,0.31,7.41,0.98
Image416,0,19.79,919.87,30.33,0.07,1.97,4.25,99.48,0.24,0.06,0.51,4.11,0.96
Image417,0,17.03,885.51,29.76,0.10,2.16,5.03,98.65,0.28,0.08,0.53,4.05,0.96
Image418,0,12.50,699.30,26.44,0.11,2.55,6.85,107.54,0.29,0.09,0.54,4.39,0.96
Image419,0,7.96,487.34,22.08,0.11,3.19,10.54,123.68,0.30,0.09,0.54,4.73,0.95
Image420,0,1.97,138.81,11.78,0.23,6.36,41.48,189.87,0.44,0.19,0.61,5.28,0.93
Image421,0,7.24,748.50,27.36,0.10,4.12,17.34,165.53,0.29,0.08,0.59,4.21,0.97
Image422,0,0.86,32.15,5.67,0.23,7.44,58.47,41.34,0.44,0.19,0.63,2.58,0.95
Image423,0,2.67,122.32,11.06,0.10,4.59,21.54,43.77,0.27,0.07,0.62,2.64,0.96
Image424,0,3.61,154.70,12.44,0.13,3.80,14.71,33.65,0.32,0.10,0.65,2.10,0.97
Image425,0,5.74,222.10,14.90,0.21,3.04,9.78,39.53,0.41,0.17,0.68,2.19,0.97
Image426,0,8.47,268.06,16.37,0.07,2.37,5.83,26.56,0.22,0.05,0.63,1.93,0.97
Image427,0,5.93,199.93,14.14,0.08,2.79,7.99,28.26,0.25,0.06,0.63,2.02,0.96
Image428,0,2.97,111.76,10.57,0.13,3.91,15.62,42.14,0.31,0.10,0.65,2.43,0.95
Image429,0,5.69,382.88,19.57,0.13,3.75,14.29,90.54,0.32,0.10,0.62,2.84,0.97
Image430,0,18.73,775.04,27.84,0.06,1.94,4.09,86.17,0.21,0.04,0.51,3.63,0.95
Image431,0,17.50,750.97,27.40,0.06,2.00,4.31,78.89,0.22,0.05,0.53,3.38,0.96
Image432,0,15.29,706.68,26.58,0.06,2.17,4.93,86.91,0.21,0.04,0.53,3.49,0.95
Image433,0,11.63,594.10,24.37,0.07,2.52,6.60,111.15,0.24,0.06,0.52,4.26,0.95
Image434,0,6.70,370.49,19.25,0.09,3.36,11.73,113.42,0.27,0.07,0.50,4.92,0.94
Image435,0,1.63,90.99,9.54,0.31,6.35,41.99,132.17,0.52,0.27,0.67,3.82,0.92
Image436,0,6.25,440.62,20.99,0.13,3.84,15.33,79.32,0.32,0.10,0.62,2.88,0.98
Image437,1,7.52,1071.03,32.73,0.01,4.77,23.46,179.60,0.06,0.00,0.33,6.27,0.96
Image438,1,5.02,669.91,25.88,0.00,5.60,32.45,154.20,0.05,0.00,0.34,5.34,0.95
Image439,0,13.26,889.07,29.82,0.08,2.69,7.57,226.83,0.24,0.06,0.52,5.31,0.93
Image440,0,1.28,27.35,5.23,0.11,4.52,21.01,7.01,0.29,0.08,0.71,1.13,0.97
Image441,0,1.67,35.76,5.98,0.29,4.02,16.59,5.35,0.50,0.25,0.81,0.75,0.98
Image442,0,5.49,85.84,9.26,0.09,2.12,4.79,8.30,0.26,0.07,0.71,1.12,0.97
Image443,0,4.44,74.90,8.65,0.11,2.37,5.88,8.55,0.28,0.08,0.71,1.15,0.97
Image444,0,3.04,56.69,7.53,0.12,2.89,8.61,14.02,0.30,0.09,0.68,1.50,0.95
Image445,0,1.44,28.33,5.32,0.12,4.22,18.54,18.21,0.30,0.09,0.66,1.74,0.92
Image446,0,7.47,494.60,22.24,0.22,3.41,12.10,83.39,0.43,0.18,0.64,3.09,0.97
Image447,0,10.94,643.12,25.36,0.14,2.83,8.48,66.75,0.34,0.11,0.58,3.26,0.98
Image448,1,1.84,211.12,14.53,0.00,8.75,81.59,176.65,0.04,0.00,0.24,8.83,0.94
Image449,0,11.69,1062.74,32.60,0.21,3.11,9.88,249.82,0.42,0.18,0.70,3.57,0.96
Image450,0,17.60,1325.27,36.40,0.12,2.45,6.29,247.79,0.30,0.09,0.59,4.36,0.95
Image451,0,5.76,401.14,20.03,0.26,3.94,16.25,39.09,0.47,0.22,0.70,2.11,0.99
Image452,1,4.18,684.45,26.16,0.00,6.73,46.76,305.25,0.04,0.00,0.27,8.64,0.91
Image453,1,2.78,459.77,21.44,0.00,8.17,68.98,99.92,0.04,0.00,0.27,6.49,0.96
Image454,1,2.42,329.90,18.16,0.00,8.19,71.07,375.26,0.05,0.00,0.35,6.71,0.89
Image455,0,8.68,655.53,25.60,0.09,3.38,11.69,220.15,0.26,0.07,0.54,5.88,0.94
Image456,1,6.77,893.17,29.89,0.02,4.81,23.82,172.74,0.13,0.02,0.40,5.68,0.97
Image457,0,5.10,417.41,20.43,0.11,4.36,19.40,144.43,0.30,0.09,0.56,4.43,0.96
Image458,0,8.40,556.22,23.58,0.18,3.18,10.51,132.70,0.39,0.15,0.62,3.75,0.96
Image459,1,3.29,363.32,19.06,0.01,6.54,46.50,180.20,0.09,0.01,0.38,6.51,0.95
Image460,0,4.20,341.35,18.48,0.13,4.77,23.33,137.64,0.33,0.11,0.63,3.51,0.96
Image461,0,5.90,485.75,22.04,0.09,4.17,18.07,125.38,0.27,0.07,0.62,3.25,0.97
Image462,0,7.89,580.25,24.09,0.19,3.45,12.30,115.08,0.39,0.15,0.66,3.09,0.97
Image463,0,15.92,1010.35,31.79,0.08,2.48,6.57,141.56,0.25,0.06,0.57,3.75,0.96
Image464,1,21.91,1496.60,38.69,0.05,2.28,5.62,192.38,0.19,0.03,0.55,4.02,0.95
Image465,1,5.35,638.53,25.27,0.05,5.01,25.53,245.98,0.20,0.04,0.47,5.02,0.96
Image466,1,3.15,234.32,15.31,0.02,5.28,28.88,76.38,0.13,0.02,0.46,3.71,0.96
Image467,0,3.74,261.32,16.17,0.11,4.79,23.42,75.46,0.29,0.08,0.56,3.80,0.97
Image468,0,4.25,252.55,15.89,0.12,4.16,17.69,58.99,0.31,0.09,0.57,3.36,0.97
Image469,0,5.55,311.90,17.66,0.24,3.72,14.58,56.24,0.45,0.20,0.64,2.99,0.97
Image470,0,14.36,630.70,25.11,0.06,2.23,5.33,75.26,0.21,0.04,0.50,3.86,0.96
Image471,0,4.65,287.95,16.97,0.12,4.51,23.16,106.55,0.31,0.09,0.56,3.98,0.96
Image472,0,5.41,317.55,17.82,0.13,3.80,15.00,42.20,0.32,0.10,0.57,3.00,0.98
Image473,0,9.09,491.02,22.16,0.15,2.98,9.47,55.92,0.34,0.12,0.59,3.11,0.98
Image474,0,12.28,595.74,24.41,0.11,2.50,6.70,61.71,0.30,0.09,0.55,3.59,0.97
Image475,0,14.76,635.39,25.21,0.06,2.26,5.65,68.08,0.22,0.05,0.48,4.19,0.96
Image476,0,14.78,582.68,24.14,0.04,2.16,4.94,60.44,0.16,0.03,0.49,3.58,0.96
Image477,1,1.17,108.57,10.42,0.00,9.31,88.97,38.01,0.05,0.00,0.28,4.41,0.94
Image478,0,8.01,567.86,23.83,0.25,3.41,12.12,78.10,0.46,0.21,0.67,2.81,0.98
Image479,1,12.37,1030.65,32.10,0.00,3.22,10.81,176.11,0.04,0.00,0.36,6.04,0.96
Image480,1,12.03,1003.88,31.68,0.00,3.28,11.39,184.20,0.04,0.00,0.36,6.34,0.96
Image481,1,9.74,821.27,28.66,0.00,3.51,13.00,149.09,0.04,0.00,0.37,5.78,0.94
Image482,1,22.50,1749.41,41.83,0.03,2.40,6.08,188.98,0.15,0.02,0.47,5.25,0.96
Image483,1,16.45,1370.53,37.02,0.04,2.76,8.00,249.60,0.18,0.03,0.49,5.63,0.95
Image484,1,10.48,953.17,30.87,0.07,3.45,12.56,306.29,0.23,0.05,0.50,6.60,0.94
Image485,0,8.57,323.49,17.99,0.08,2.48,6.36,44.62,0.24,0.06,0.60,2.27,0.96
Image486,0,5.14,215.10,14.67,0.09,3.19,10.38,53.59,0.26,0.07,0.59,2.53,0.95
Image487,0,0.85,38.60,6.21,0.19,7.56,58.26,111.71,0.39,0.15,0.64,3.71,0.90
Image488,0,3.56,157.47,12.55,0.10,3.95,15.99,27.66,0.27,0.07,0.57,2.51,0.98
Image489,0,4.19,152.96,12.37,0.22,3.46,12.59,25.14,0.42,0.18,0.65,2.06,0.97
Image490,0,7.65,254.22,15.94,0.13,2.55,6.96,32.55,0.32,0.10,0.60,2.49,0.97
Image491,0,9.32,286.64,16.93,0.11,2.29,5.73,35.07,0.29,0.08,0.57,2.63,0.96
Image492,0,11.00,304.07,17.44,0.10,2.05,4.72,36.47,0.28,0.08,0.57,2.62,0.96
Image493,0,11.90,314.99,17.75,0.06,1.98,4.34,32.20,0.22,0.05,0.54,2.59,0.96
Image494,1,5.69,555.93,23.58,0.00,4.86,24.82,57.99,0.04,0.00,0.35,4.47,0.98
Image495,1,3.61,362.87,19.05,0.00,5.88,36.16,139.55,0.04,0.00,0.28,7.40,0.93
Image496,0,8.19,570.75,23.89,0.22,3.24,10.78,114.68,0.42,0.18,0.67,3.00,0.97
Image497,0,14.57,869.83,29.49,0.11,2.40,5.99,136.90,0.29,0.09,0.59,3.56,0.96
Image498,0,16.02,933.49,30.55,0.10,2.30,5.56,132.51,0.27,0.08,0.58,3.56,0.96
Image499,0,10.73,809.92,28.46,0.08,3.02,9.30,196.98,0.24,0.06,0.53,5.07,0.94
Image500,0,4.43,374.95,19.36,0.18,4.75,23.11,293.51,0.39,0.15,0.60,6.04,0.93
Image501,0,2.88,94.11,9.70,0.13,3.83,15.06,18.18,0.32,0.10,0.63,1.89,0.97
Image502,0,4.68,155.29,12.46,0.21,3.16,10.77,29.48,0.42,0.17,0.68,1.98,0.97
Image503,0,8.49,224.79,14.99,0.07,2.25,5.37,25.49,0.23,0.05,0.60,2.17,0.96
Image504,0,6.11,171.61,13.10,0.09,2.63,7.25,25.50,0.26,0.07,0.60,2.27,0.96
Image505,0,3.76,113.01,10.63,0.11,3.37,11.89,31.37,0.29,0.08,0.59,2.59,0.95
Image506,0,0.70,14.40,3.79,0.28,6.32,44.49,20.53,0.49,0.24,0.68,1.91,0.91
Image507,0,5.59,366.05,19.13,0.29,3.76,14.59,101.14,0.49,0.24,0.73,2.42,0.96
Image508,1,20.09,1229.68,35.07,0.02,2.40,6.36,95.74,0.13,0.02,0.42,4.90,0.97
Image509,1,6.39,646.94,25.43,0.00,4.51,21.31,77.93,0.06,0.00,0.34,4.87,0.97
Image510,0,4.75,349.66,18.70,0.10,4.35,19.52,237.01,0.27,0.08,0.50,5.72,0.92
Image511,0,4.95,223.37,14.95,0.25,3.41,12.11,46.46,0.46,0.21,0.71,2.10,0.97
Image512,0,4.78,176.19,13.27,0.13,3.18,10.37,57.28,0.31,0.10,0.67,2.56,0.94
